"EDR092812","Textus secundum (1)<br>in minuti caratteri (1)"
"EDR128747","Textus secundum (3), periit (3). Contulerunt et tectorio corroso non invenerunt Sypniewski et Benefiel (AGP) a. 2019.<br>v.1: mi sembra possibile la lettura POMP (1), Pompei(...?) vel POMA (2)<br>In eadem columna EDR128748 et EDR167311 (stria 16), EDR128750 (striae 5, 8, 12, 13, 16, 17)"
"EDR128749","Textus secundum (1)"
"EDR128750","Textus secundum (4); in multis striis. Contulerunt Sypniewski et Benefiel (AGP) a. 2019.<br>Loca secundum (4). Striae aliae notas numerales ferunt (2).<br>Mensurae secundum (4):<br>Stria 5: alt.: 5 cm, lat.: 6 cm<br>Stria 8: v. 1, alt.: 6.3 cm, lat.: 3.3 cm; v. 2, alt.: 7.2 cm, lat.: 9.6 cm<br>Stria 12: v. 1, alt.: 2.6 cm, lat.: 1.6 cm; v. 2, alt.: 5.5 cm, lat.: 2.1 cm<br>Stria 13: alt.: 5.6 cm, lat.: 1.6 cm<br>Stria 16: alt.: 9.9 cm, lat.: 4.9 cm<br>Stria 17: alt.: 10.2 cm, lat.: 5 cm<br>In eadem columna EDR128747 (stria 8), EDR128748 et EDR167311 (stria 16)."
"EDR128756","Textus et mensurae secundum (4). Contulerunt Sypniewski et Benefiel (AGP) a. 2019. <br>Locus secundum (3)-(4), aliter [in stria 13] (1)-(2)<br>v. 1: Seve(rus) (1)-(2)<br>v. 1: II pro littera E scriptus est. Prima littera (S) maior aliis scripta est.<br>Litterae SE prope, in stria 17 in hac columna, sed alia manu scriptae sunt.<br>In eadem columna EDR167410 (stria 10), EDR127844 (striae 10-12), EDR128758 (stria 17)"
"EDR128758","Textus et mensurae secundum (2).  Contulerunt Sypniewski et Benefiel (AGP) a. 2019. <br>Locus secundum (3)-(4), aliter [in stria 18] (1)-(2)<br>v. 1: Se(verus) (1)-(2)<br>Litterae SEV prope, in stria 12 in hac columna, sed alia manu scriptae sunt (EDR128756).<br>In eadem columna EDR167410 (stria 10), EDR127844 (striae 10-12), EDR128756 (stria 12)"
"EDR128762","Textus secundum (1).  Contulerunt Sypniewski et Benefiel (AGP) a. 2019.<br>v. 1: CALISTVS pro CALLISTVS<br>v. 2: interpunctum caret (2)<br>v. 3: Magna littera M tituli EDR128760 (striae 14) ad dexteram huius versus et super verbum LVSIT in versu 2 superscripta est<br>Callistus a Della Corte athleta esse putatur(1)-(2). Nomen in tribus aliis titulis (litteris scariphatis) Pompeiis videtur, unus in cui nomen cum palma apparet, sed sine indicio in aliis locis. <br>Infra  EDR128761 (stria 14)<br>In eadem columna EDR128760 (striae 11, 13, 14)"
"EDR128769","Textus secundum (2); mensurae secundum (4). Contulerunt Sypniewski et Benefiel (AGP) a. 2019.<br>v. 1: VIRUM BONUM? (1); VIRUM BONUM vel VIROS BONOS? (2)<br>v. 1: litterae VB frequenter in titulis dipintis Pompeiis inveniuntur ut notae pro VIRUM BONUM.  Vide, inter alios,  EDR072834, EDR081697, EDR125745, EDR139759, EDR140446.<br>Ad perpendiculum (hic, deorsum) scriptus est.<br>Supra EDR128770 (stria 7); prope EDR128293 et EDR167625 (stria 6)<br>In eadem columna EDR128772 (stria 11), EDR128773 (stria 12), EDR127297 (stria 15), EDR127403 (striae 1, 2, 8, 12, 14, 20)"
"EDR128770","Textus et mensurae secundum (2).  Contulerunt Sypniewski et Benefiel (AGP); tantum tres ultimae litterae extant a. 2019.<br>Idem titulus (C · T · Lux: EDR128293) in stria 6 eadem altitudine invenitur.<br>v. 1:  Fu LUX(urius) probabilmente il cognomen (1)<br>Infra EDR128769 (stria 7); prope EDR128293 et EDR167625 (stria 6)<br>In eadem columna EDR128772 (stria 11), EDR128773 (stria 12), EDR127297 (stria 15), EDR127403 (striae 1, 2, 8, 12, 14, 20)"
"EDR128772","Textus et mensurae secundum (4).  Contulerunt Sypniewski et Benefiel (AGP) a. 2019.<br>v. 1: (R)VF&#803;I (2), sed secunda littera non formam F habet; formam litterae A sine linea media habet (4). La tertia linea, leviter incisa, aliena sit.<br> Illa lectio ex proximitate alterius tituli eadem altitudine in proxima stria (RVFI: EDR128773) sumitur.<br>Pro duobus titulis (R)VFI (stria 11) et RVFI (stria 12), praeponamus lectionem: VA RVFI (4).<br>Eadem altitudine est ut EDR128773 (stria 12)<br>In eadem columna EDR128293 (stria 6), EDR167625 (stria 6), EDR128769 (stria 7), EDR128770 (stria 7), EDR127297 (stria 15), EDR127403 (striae 1, 2, 8, 12, 14, 20)"
"EDR128773","Textus et mensurae secundum (4).  Contulerunt Sypniewski et Benefiel (AGP) a. 2019.<br>Locus secundum (1), (3)-(4), aliter [stria 11] (2)<br>v. 1: RV&#915;I (1), RV[F]I (2). Tertia littera non formam litterae F habet; formam litterae &#915; inversae aut 7 habet (4).<br>Titulus in stria 11 eadem altitudine (VA: EDR128772) unacum hoc titulo legi possit: VA RVFI.<br>Eadem altitudine est ut EDR128772 (stria 11)<br>In eadem columna EDR128293 (stria 6), EDR167625 (stria 6), EDR128769 (stria 7), EDR128770 (stria 7), EDR127297 (stria 15), EDR127403 (striae 1, 2, 8, 12, 14, 20)"
"EDR128774","Textus et mensurae secundum (4). Contulerunt Sypniewski et Benefiel (AGP) a. 2019.<br>vv. 1-6:  PO / G / G / &#937; / C (1); PO / G / G / A / C (2), sed tectorium integrum remanet et nihil inter G et C videtur (4).<br>vv. 1-2: PI (3)-(4).  Littera C, quem ante I vides [in imagine] est aliena (3).<br>Hic titulus descriptus est ut: segni di significato per me ignoto (1); scripta non intellego (2).<br>Duae litterae G, similes formae et eadem altitudine, in stria 11 huius columnae (una pars EDR127415) videntur.<br>In eadem columna EDR128775 (stria 16), EDR127415 (stria 8, 11)"
"EDR128775","Textus secundum (3); mensurae ex apographo apud (2).  Contulerunt et tectorio nunc abraso non invenerunt Sypniewski et Benefiel (AGP) a. 2019.<br><br>v. 1: Lectio incertissima est (3); IANNV(ARIVS ?) verticalmente tracciato dall'alto in basso (1); IANNV(?) pro IANV(ARIVS)? (2), cf. apographum apud (2)<br><br>In eadem columna EDR128774 (stria 13), EDR127415 (stria 8, 11)<br>"
"EDR128776","Textus et mensurae secundum (2).  Contulerunt Sypniewski et Benefiel (AGP) a. 2019; lapsu tectorii periit (3).<br><br>vv. 3-4: M(ARCI) FI/(L)IVS (1), MA(RCI) FI/(L)IVS (?) (2)<br><br>In eadem columna EDR167567 et EDR127406 (stria 4); EDR167439, EDR167440, et EDR167441 (stria 6); EDR128777 et EDR167568 (stria 9); EDR127429 (stria 15)"
"EDR128777","Textus secundum (1), mensurae secundum (2). Contulerunt Sypniewski et Benefiel (AGP) a. 2019; lapsu tectorii periit (3).<br>v. 2: HIC ET VBICI (pro VBIQVE) (2)<br>v. 4: II pro littera E scriptum<br><br>Supra et in eadem stria EDR167568<br>In eadem columna EDR167567 et EDR127406 (stria 4); EDR167439, EDR167440, et EDR167441 (stria 6); EDR128776 (stria 7); EDR127429 (stria 15)"
"EDR128778","Textus secundum (3); mensurae secundum apographum apud (2).  Contulerunt et non invenerunt Sypniewski et Benefiel (AGP) a. 2019; lapsu tectorii periit.<br>Hic titulus principium indicis ciborum videtur.<br>v. 2: Fortasse scriptus pro PVLTARIVM (vas) aut PVL(MEN)TARIVM (cibus)  (3)<br>v. 1: PAN(? . . . ) (1), PAN aut potius PAR(IS?) (2)<br>v. 2: PVEL(L)AR(VM) NILI (1), PVEL[L]AR(UM AMATOR?) NILI, (pro nihili?) (2)<br>v. 2: tertia littera intelligitur ut E apud (1)-(2), sed clare in apographis ut R scripta est; quarta littera L, E, aut T scripta possit (3), litterae ultimae non certae sunt.<br>v. 3: X (?) (1), X (aut A) (2)-(3)<br>In proxima columna (col. XVIII), alter titulus, index ciborum, cum similibus primis duobus versibus incipit (EDR128734: vv. 1-2: PANE(m) A II / PVRM(entarium) A III / . . .).<br>Pultarius vas ad pultem coquendam aut cibo aut potibus erat (Plin. 7, 53, 54; Petr. 42; Col. 12, 43, 7; Apic. 3.15.2, 6.2.15, 9.8.1) Cf. HD047642 (Vini... Pultarius)<br>Supra EDR167445<br>In eadem columna EDR127421 (stria 6, 7), EDR128779 (stria 16)"
"EDR128779","Textus secundum (2); mensurae secundum apographum apud (2).  Contulerunt et non invenerunt Sypniewski et Benefiel (AGP) a. 2019; lapsu tectorii periit.<br>v. 1: Titulus postea linea inducta est deletus (2). <br>v. 1: II pro littera E scripta (3). Secundum verbum IIIIISINA scriptum est, cf. apographum apud (2).<br>Cf. Verg. Georg. 1.163: Tardaque Eleusinae matris volentia plaustra.<br>Idem textus in altero titulo in Campo ad amphitheatrum, columna XXXIII, invenitur ad EDR127426<br>In eadem columna EDR127421 (stria 6, 7), EDR128778 et EDR167445 (stria 10), <br>EDR128779 (stria 16)"
"EDR127849","Textus secundum (4).  Periit (3), sed contulerunt Sypniewski et Benefiel (AGP) et tantum vestigia in tectorio corroso adhuc videntur a. 2019. <br>Litteris minutis (2)<br>v. 1: SVV(M) (1); suu(m?) [munus] vel [instrumentum]? (2)<br>v. 3: ALVNT CV (??) (1), ALVNTI(us?) vel Acunti(us?) (2)<br>Imago descripta sic: Distribuite fra gli svolazzi del'elmo piumato e lo schematico busto di un gladiatore a sinistra sono le linee capillari di lezione abbastanza sicura (1), inter galeae cristam et thoracem gladiatoris stantis leviter [verba inscripta sunt] (2)<br>In eadem columna EDR128284 (stria 13), EDR128285 et EDR167615 (stria 16), EDR127849 (stria 17)"
"EDR128673","Textus secundum (1), periit (2)"
"EDR127423","Textus secundum (1). Contulerunt sed non invenerunt Zimmermann Damer et Benefiel (AGP) a. 2019.<br>v.1: CHOLE pro Chloe scriptum est; sc. Chloe Clemen(s) (salutem?) (2)<br>Duo apographa apud (2) et (3) dissimillia sunt.<br>Supra EDR168067 (stria 7)"
"EDR127821","Textus et mensurae secundum (2).  Contulerunt Sypniewski et Benefiel (AGP) a. 2019; tantum vestigia in tectorio corroso extant.<br>Titulus trans duas strias et fasciolam scriptus est.<br>v. 1: ""A considerable number of the cognomina recorded in the Index of CIL arouse suspicion at first sight. Names like... Eucapa..."" (3)<br>v. 1: EV&#770;M&#770;ACIAFVER VA = Eumac(h)ia fu[tu]er[is], va(le) (4)<br><br>Infra EDR127820 (stria 6-10) et supra EDR127822 (stria 7).<br>Permulti tituli in eadem columna inveniuntur: EDR127816, EDR127817, EDR127818 (stria 5); EDR127823 (stria 10);  EDR127824, EDR073638 (stria 11); EDR167589 (stria 13); EDR127826, EDR127827 (stria 14); EDR127140, EDR127231, EDR127233, EDR127234 (stria 15); EDR167628 (stria 16-17)"
"EDR127822","Textus et mensurae secundum (2). Contulerunt Sypniewski et Benefiel (AGP) a. 2019; tantum vestigia in tectorio corroso extant.<br>v. 1: M(anio) Aemilio (salutem) (1)-(2).<br>Infra EDR127820 (stria 6-10) et EDR127821 (stria 6-7).<br>Permulti tituli in eadem columna inveniuntur: EDR127816, EDR127817, EDR127818 (stria 5); EDR127823 (stria 10);  EDR127824, EDR073638 (stria 11); EDR167589 (stria 13); EDR127826, EDR127827 (stria 14); EDR127140, EDR127231, EDR127233, EDR127234 (stria 15); EDR167628 (stria 16-17)<br>"
"EDR127826","Textus secundum (2); periit (3). Contulerunt Sypniewski et Benefiel (AGP) a. 2019 et tectorio abraso non invenerunt.<br><br>Supra EDR127827 (NEC PHYRGAS / EXTABANT. QVID / AGIT APEX DEXTER)<br>Permulti tituli in eadem columna inveniuntur: EDR127816, EDR127817, EDR127818 (stria 5); EDR127819 (stria 6); EDR127820 (stria 6-10); EDR127821 (stria 6-7), EDR127822 (stria 7); EDR127823,  EDR073638 (stria 10);  EDR167589 (stria 13); EDR127140, EDR127231, EDR127233, EDR127234 (stria 15); EDR167628 (stria 16-17)<br>"
"EDR127827","Textus secundum (1), mensurae ex apographo apud (2). Periit (3).  Contulerunt Sypniewski et Benefiel (AGP) a. 2019; tectorio abraso non invenerunt.<br>v. 1: PHRYGAS pro PHRYGES scriptum<br>v. 3: APEX dubiose (3)<br>v. 4: DEXTER (1) et in schedis Marichal apud (3); aliter (2): DESTER<br>vv. 1-2: Cf. Verg. Aen. 1.468: HAC PHYRGES, INSTARET CURRU CRISTATUS ACHILLES (1)-(2). <br>Infra EDR127826 (PRIMA)<br>Permulti tituli in eadem columna inveniuntur: EDR127816, EDR127817, EDR127818 (stria 5); EDR127819 (stria 6); EDR127820 (stria 6-10); EDR127821 (stria 6-7), EDR127822 (stria 7); EDR127823,  EDR073638 (stria 10);  EDR167589 (stria 13); EDR127140, EDR127231, EDR127233, EDR127234 (stria 15); EDR167628 (stria 16-17"
"EDR128748","Textus secundum (4). Contulerunt Sypniewski et Benefiel (AGP) a. 2019.<br>v. 1: non saprei quale lettura proporre (1), Quid sibi velit, nescio (2)<br><br>Supra EDR167311<br>In eadem columna EDR128747 (stria 8), EDR128750 (striae 5, 8, 12, 13, 16, 17)"
"EDR128651","Textus secundum (1) "
"EDR128739","Textus secundum (1)"
"EDR128740","Textus secundum (1)<br>v. 1: vel f(?) Ascula(?) (CIL 04, 08194b)"
"EDR128752","Textus secundum (1)"
"EDR128753","Textus secundum (1)<br>v: 2 ""E"" is written as ""II"""
"EDR128755","Textus secundum (1)<br>"
"EDR128899","Textus secundum (1), periit (2)"
"EDR167808","Textus et mensurae secundum (3). Contulerunt DiBiasie-Sammons et Helms (AGP) a. 2019.<br>Duo imagines (hic titulus et EDR167667) in eodem titulo olim coniunctae sunt (2), sed seiungendae sunt (3).<br>Ante EDR167809<br>Pone EDR167846, EDR168076<br>Supra EDR167667"
"EDR167703","Textus et mensura secundum (2). Contulerunt Sypniewski et Benefiel (AGP) a. 2019 et non invenerunt. Tectorio nunc abraso, periit (5). <br>Titulus descriptus sic: due testine galeate di prospetto (1), gladiatoris caput galeatum prospiciens (2), frontaler Kopf mit (Helm ?) sed "" kaum zu erkennen""(3)<br>Apographa capitis apud (3) et (4) inter se magnopere differunt. <br>Prope EDR167704 (stria 7)<br>In eadem columna EDR167722"
"EDR167672","Textus secundum (2); mensurae supra (4). Contulerunt Sypniewski et Benefiel (AGP) a. 2019.<br>v. 1: SURUS pro SYRUS scriptum<br>v. 2: gens Holconia apud Pompeianos notissima est.<br>Mensurae capitis: alt.: 6,9; lat.: 4,4 (3)<br>Mensurae textus: alt.: 3,7; lat.: 2,4; litt. alt.: 0,7-2,6 (4)<br>Imago capitis descripta sic: un profilo virile a sinistra (1), viri facies ad sin. conversa (2), Phallus und Gesicht eines Mannes nach links (3)<br>In eadem columna EDR167701, EDR167673, EDR167674, EDR167679, EDR167702, EDR167699"
"EDR140046","Textus secundum (1), mensurae secundum (3) <br>Contulerunt et mensuras prehenderunt Clikeman, Damer, Jepsen, MacDonald (HGP) a. 2016<br>v. 1: alt.: 3,8; lat.: 3,5; litt. alt.: 3,0-3,8<br>v. 2: ((denarius)) alt.: 5,0; lat.: 8,5<br>v. 3: alt.: 2,4; lat.: 1,8; litt. alt.: 1,8-2,4<br>vv. 1-3: i.e. Denarius datus est Colono; cf. EDR151877."
"EDR140050","Textus et mensurae secundum (1)<br>v. 1: Della Corte apud (1): pro BUCULUS?; contra (2).<br>Contulerunt et mensuras prenderunt Lundqvist, Dollings, Thayer, Crawford, et Toscano (HGP) a. 2014<br>HGP mensurae, alt.: 0,8<br>HGP mensurae, lat.: 3,4<br>HGP mensurae, litt. alt.: 0,5-0,8<br>Sub EDR140052<br>"
"EDR140054","Textus secundum (2) <br>v. 1: FELITER pro FELICITER; II scriptum pro E.<br>v. 1: littera T pro malo carinae scripta est. <br>Contulerunt at mensuras prehenderunt Brewer, Handloser, Helms, Maddy, Nyhuis (HGP) a. 2016.<br>HGP mensurae totius tituli (litterarum imaginisque):<br>HGP mensurae, alt.: 29,9<br>HGP mensurae, lat.: 66,0<br>HGP mensurae litterarum solum:<br>HGP mensurae, litt. alt.: 1,4 (ultima E)-27,0 (T)<br>Prope EDR140834 et EDR140835"
"EDR140131","Textus secundum (1), contulerunt et mensuras prehenderunt Campbell, Hicks, Rasmussen, Rebman (HGP) a. 2014 et a. 2016.<br>Mensura altitudinis HGP a. 2014, a. 2016; alterae mensurae secundum (1).<br>v. 1: II scriptum pro E.<br>v. 1: tectorio lapso litterae AL inter a. 2014 et 2016 perierunt<br>v. 2: tectorio lapso litterae TA inter a. 2014 et 2016 perierunt"
"EDR140145","Textus et mensurae secundum (1), status tituli nunc secundum (3). Contulerunt Frampton, Smith, Sypniewski, Weiss et Wells (HGP) a. 2014; iterum Gibson, Hardy, Minnear, Smith (HGP) a. 2016.<br>v. 1: lat.: 8,9; litt. alt.: 0,5-4,7<br>v. 2: lat.: 5,2; litt. alt.: 0,4-1,9 <br>v. 3: lat. 6,2; litt. alt.: 0,8-1,9 <br>vv. 1-3: Ciprotti (1) unam N vidit; sola una N videtur a. 2014. Nulla vestigia remanent a. 2016 (2)<br>v. 1: [&#8008;]&#957;&#941;&#963;&#953;&#956;&#959;&#962; pro &#8008;&#957;&#942;&#963;&#953;&#956;&#959;&#962;<br>v. 2: litterae prima et quinta solae videntur certae lectionis (1)<br>"
"EDR140150","Textus secundum (2), contulerunt et mensuras prehenderunt Brewer, Handloser, Helms, Maddy, Nyhuis (HGP) a. 2016. <br>HGP mensurae, alt.: 1,8<br>HGP mensurae, lat.: 2,5<br>HGP mensurae, litt. alt.: 1,1-1,4<br>Prope EDR140060"
"EDR140239","Textus secundum (1), contulerunt et mensuras prehenderunt Lundqvist, Dollings, Thayer, Crawford, et Toscano (HGP) a. 2014, iterum Nyhuis, Helms (HGP) a. 2016<br>HGP mensurae (a. 2016), alt.: 15,0<br>HGP mensurae (a. 2016), lat.: 29,8<br>HGP mensurae (a. 2016), litt. alt.: 2,1-15,0<br>"
"EDR140250","Textus secundum (1), contulerunt et mensuras prehenderunt Lundqvist, Dollings, Crawford, Thayer, et Toscano (HGP) a. 2014, iterum Nyhuis, Helms (HGP) a. 2016<br>HGP mensurae (a. 2016), alt.: 17,0<br>HGP mensurae (a. 2016), lat.: 8,5<br>HGP mensurae (a. 2016), litt. Alt.: 6,0-14,0<br>Prope EDR140193"
"EDR140130","Textus secundum (2), aliter (1). Mensurae (supra) pro A-Q secundum (1)<br>v. 1: ABCDEFGHIKLMNOPQ (1); sed litterae RTV vidi possunt a. 2016 (2). Littera S caret (2).<br>Contulerunt et mensuras prehenderunt Benefiel, Gibson, Hardy, Minnear, Smith, Sypniewski (HGP) a. 2016 <br>HGP mensurae pro A-V, alt.: 10,9<br>HGP mensurae pro A-V, lat.: 45,2<br>HGP mensurae pro A-V, litt. alt.: 1,5-4,9<br>Prope EDR143814, EDR143815, EDR143832, EDR143833, EDR144659, EDR144783, EDR144784, EDR147158, et EDR157691<br>"
"EDR140152","Textus secundum (2), contulerunt et mensuras prehenderunt Rebman, Rasmussen, Nyhuis, Hicks, Campbell, Helms (HGP) a. 2014. <br>Status litterarum a. 2014 (4)<br>v. 1: tantum HYACINTHVS HIC F possunt legi a. 2014 <br>v. 2: VERGINIAE SVAE (salutem) (1); VERGINIAM clare scriptum (3)<br><br>Mensurae a. 2014 secundum (4): <br>alt.: 9,5<br>v. 1: HGP mensurae, lat.: 39,0; litt. alt.: 3,0-5,0 <br>v. 2: HGP mensurae, lat.: 24,0; litt. alt.: 2,5-5,0<br>"
"EDR140192","Textus secundum (1); contulerunt et mensuras (1) confirmaverunt et mensuram altitudinis prehenderunt Brewer, Handloser, Helms, Maddy, Nyhuis (HGP) a. 2016.  "
"EDR140220","Textus et mensurae secundum (1), lapsu tectorii periit (2).<br>Prope EDR140224, EDR140230, EDR140231, EDR140237, EDR140213"
"EDR140147","Textus secundum apographum apud (3), contulerunt et mensuras prehenderunt Clikeman, Jepsen, MacDonald, Zimmermann Damer (HGP) a. 2016. <br>vv. 1-2: II scriptum pro littera E.<br>v. 1: AS (1)(3), litterae haud clarae (2), haec pars tectorii nunc periit (4)-(5) <br>v. 2 (textus infra CONCLAVE): omisit (1), C&#803;[--]VI[--] (2), COANA (3), litteris abrasis (5)<br>v. 3: [Navic]ul(a)e convi(c)tores Herculane(n)ses nav(i)culae (1)<br>v. 3: [Navicula]rii <:vacat> consitont (:consistunt) Herculaneses nauculae (apographum, 2) <br>v. 3: VLII <:vacat> consitonts Herculaneses navculae (3) <br>v. 3:[---]LII consitont (4)"
"EDR140168","Textus et mensurae secundum (1), periit (2). <br>Contulit et non invenit HGP a. 2016."
"EDR140172","Textus secundum (1); periit (2). Contulit et non invenit HGP a. 2016. <br>v. 1: A(?) Epicurus (1)<br>v. 2: II scriptum pro littera E<br>Prope EDR140187, EDR140189"
"EDR140174","Textus et mensurae secundum (1); periit (2).  <br>Contulerunt et non invenerunt Hicks, Rebman, Rasmussen, Nyhuis, Helms (HGP) a. 2014."
"EDR140187","Textus secundum (3); periit (3). <br>Contulerunt sed non invenerunt Benefiel, Helms, Sypniewski (HGP) a. 2016.<br>v. 1: ""le 3 iniziali di un... cittadino"" (1)"
"EDR140224","Textus secundum (4), mensurae secundum (2), lapsu tectorii periit (3) <br>v. 1: II scriptum pro littera E<br>v. 1: A (praepositio) aut A(ulo) (praenomen) intellegi potest.<br>vv. 1-2: [---]GIVS A TERTIO S(AL.) / SALVTEM (1)<br>vv. 1-2: [---]GIVS A TERTIO S / SALVTEM (2)<br>v. 2 (quondam): verbum SALVTEM ut secundus versus huius tituli lectum erat, sed Varone id titulo CIL 04, 10543 (EDR140226) attribuit (3).<br>Prope  EDR140220, EDR140230, EDR140231, EDR140237,  EDR140213"
"EDR140669","Textus secundum (1) (3), contulerunt et mensuras prehenderunt Hicks, Rebman, Rasmussen, Nyhuis, Helms (HGP) a. 2014.<br>v. 1: RVFVLA PVS, Cipriotti apud (2), qui potius &#931; ad Hor. S. 1.7.1 de usu PVS confert; litterae VL in nexu (3).<br>Mensurae (HGP) a. 2014:<br>alt.: 14,0<br>lat.: 24,5<br>litt. alt.: 2,5-14,0"
